파일명,조항 번호,항 번호,호 번호,문장,불공정 여부,불공정 확률,독소 여부,독소 확률,어긴 법 조항 번호,어긴 법 항 번호,어긴 법 호 번호,설명
24년 개정 직매입 표준거래계약서(면세점)-향수(시연용).pdf,22,2,,"[통지의무] ② 이 계약과 관련한 모든 통지는 이 계약에 명시된 주소를 통해 서면으로 전달 되어야 하며, 상대방의 확인 없이도 효력이 발생한다고 규정한다.",1,0.9990825653076172,0,0.0,Article 15-1,1,,"이 계약 조항은 제공된 법 조항인 '대규모유통업자가 납품업자에게 경제적 이익을 제공하는 것을 금지하는' Article 15-1과 관련이 없습니다. 

대신, 이 조항은 '전자상거래 등에서의 소비자보호에 관한 법률' 제13조 제1항 제1호를 위반하고 있습니다. 이 법률은 계약의 체결 및 그 내용 변경에 대한 통지가 이루어졌을 때 소비자가 그 사실을 즉시 확인할 수 있도록 하는 것을 요구합니다. 그러나 이 계약 조항에서는 상대방의 확인 없이도 통지의 효력이 발생한다고 규정하고 있어, 소비자의 권리를 침해하고 있습니다. 이로 인해 소비자는 계약의 변경 사항을 인지하지 못하고 불이익을 당할 수 있습니다."
24년 개정 직매입 표준거래계약서(면세점)-화장품.pdf,5,1,,"[검수기준 및 품질검사] ① 갑은 납품받는 상품에 관하여 갑의 검수기준에 따른 검수를 하여야 하며, 이 과정에서 발생하는 모든 비용은 을이 부담하는 것으로 한다. 이때 갑은 검수를 위하여 을에게 샘플을 요구할 수 있다.",0,0.0001665018789935857,1,0.9998034834861755,,,,"""갑이 을에게 검수를 위한 샘플을 요구할 수 있으며, 검수 과정에서 발생하는 모든 비용은 을이 부담하는 것으로 한다""는 조항은 독소 조항입니다. 이 조항은 계약 당사자 간의 균형을 깨트리며, 불합리한 비용 부담을 '을'에게 전가하는 점에서 문제가 있습니다. 특히, '갑'의 검수기준에 따른 검수 비용은 '갑'이 책임져야 할 부분이며, 이를 '을'에게 전가하는 것은 공정한 계약 관계를 저해합니다. 또한, '갑'이 '을'에게 샘플을 요구할 수 있다는 부분은 '을'에게 추가적인 비용 부담을 초래할 수 있습니다. 이러한 조항은 '을'의 경제적 부담을 가중시키고 계약의 균형을 해치므로 독소 조항으로 볼 수 있습니다."
24년 개정 직매입 표준거래계약서(면세점)-화장품.pdf,5,5,,"[검수기준 및 품질검사] ⑤ 품질검사 및 성분검사 결과 을이 납품한 상품이 법적기준을 충족시키지 못하여 불합격 또는 부적합 판정을 받은 경우 갑은 해당 상품의 납품중지 및 적정 기간을 정하여 시정을 요구할 수 있으며, 을이 시정요구에 불응할 경우 계약 해지 시 을이 발생시킨 모든 비용을 부담해야 한다.",0,0.00016567567945457995,1,0.9998069405555725,,,,"""이 계약 조항은 독소 조항입니다. 이유는, 성분검사의 불합격이나 부적합 판정에 대한 납품 중지와 시정 요구는 계약의 성립에 필요한 합리적인 요소이지만, 을이 불응할 경우 발생시킨 '모든 비용'을 부담하게 하는 부분은 과도한 책임 부여로 볼 수 있습니다. 이는 계약 당사자의 권리와 의무의 균형을 깨트리며, 을에게 불합리한 부담을 지우는 결과를 초래할 수 있습니다."""
24년 개정 직매입 표준거래계약서(면세점)-화장품.pdf,6,1,,"[납품대금 지급 및 감액금지] ① ""갑""은 납품대금을 상품 입고일로부터 최대 30일 이내에 지정된 금융기관 계 좌로 이체 처리하도록 한다. 단, 특정 해외 지역의 공급망 차질로 인한 불가피한 지연 사유가 발생하거나, ""을"" 측에서 미지불된 세금 신고서 제출 지연 등 외부 요인에 의해 지급 시기가 조정될 경우에는 예외로 적용되며, 이 경우에도 이체 기간은 추가로 15일 연장될 수 있으나, 이 기간 내에도 지급이 이루어지지 않을 경우, ""갑""은 관련 법규를 무시하고 지급을 미룰 수 있으며, ""을""은 이에 대해 추가적인 법적 대응을 하지 못하도록 동의해야 한다.",1,0.6315134167671204,0,0.0,Article 11,3,,"이 계약 조항은 '상품의 구매 등에 관한 계약의 이행과 보증에 관한 법률' 제12조 제1항을 위반하고 있습니다. 이 법률은 ""판매자가 재화 또는 용역을 제공하지 아니하고 대금의 전부 또는 일부를 받을 수 없는 것을 원칙으로 하고 있습니다. 그러나 계약서에서는 '갑'이 특정 조건 하에서 납품 대금 지급을 무기한 연기하고, '을'이 이에 대해 법적 대응을 하지 못하게 하는 내용이 포함되어 있습니다. 이는 '을'의 합법적 권리를 침해하며, 이러한 조항은 불공정하다고 판단됩니다. 따라서 이 계약 조항은 '상품의 구매 등에 관한 계약의 이행과 보증에 관한 법률' 제12조 제1항을 위반하고 있음을 확인하였습니다. 

제공된 법 조항인 '대규모유통업자와 납품업자등의 상호협력 촉진 및 공정거래에 관한 법률'의 제11조는 판매촉진비용의 부담전가를 금지하고 있지만, 이 조항은 본 계약 조항과 직접적으로 관련이 없는 것으로 판단됩니다."
24년 개정 직매입 표준거래계약서(면세점)-화장품.pdf,7,3,,"[상품의 반품] ③ 제1항제1호 및 제2호에 따른 반품 기간은 납품일로부터 ()일 이내로 한다. 다 만, 외관상 즉시 확인할 수 없는 하자는 객관적 자료(공인 검사 성적서 등)를 제 출하면 상호 협의로 기한을 연장할 수 있다. 반품 요청은 서면으로 제출해야 하며, 갑은 정당한 사유 없이 반품할 수 없고, 을에게 문제 해결 기회를 먼저 부여해야 한다. 동일 사유로 반복 반품 시, 양측 이 원인 분석 및 협의를 진행하며, 갑이 부당한 반품을 지속하면 을은 거부할 수 있다.",0,0.00016947972471825778,1,0.9997373223304749,,,,"이 조항은 독소 조항입니다. 먼저, 반품 기간이 명시되지 않고 빈칸으로 남겨져 있어 계약 당사자의 권리를 불명확하게 만듭니다. 또한, ""갑은 정당한 사유 없이 반품할 수 없다""는 문구는 소비자 보호법 제17조 제1항에 따라, 소비자는 계약의 체결 후 7일 이내에 이유를 말하지 않고 계약을 취소할 수 있는 권리를 가지고 있음을 위반합니다. 마지막으로, ""동일 사유로 반복 반품 시, 양측 이 원인 분석 및 협의를 진행하며, 갑이 부당한 반품을 지속하면 을은 거부할 수 있다""는 문구는 반품의 이유나 횟수에 대한 제한을 두어 계약 당사자 간의 권리 균형을 깨트립니다. 이런 조항은 계약 당사자의 권리와 의무를 공정하게 보장하지 못할 수 있습니다."
24년 개정 직매입 표준거래계약서(면세점)-화장품.pdf,7,4,,"[상품의 반품] ④ 제3항에도 불구하고, 제1항제1호 및 제2호에 따른 반품은 납품 후 검수 및 매 입 완료 전(최대 2일)까지 요청해야 한다. 단, 육안으로 확인이 어려운 하자는 검사 결과 제출 시 조정 가능하며, 갑은 정 당한 사유 없이 반품할 수 없다. 을에게 보완 기회를 우선 제공하며, 부당 반품 이 지속되면 거부할 수 있다.",0,0.00016736381803639233,1,0.9997046589851379,,,,"""[상품의 반품] 계약 조항이 독소 조항입니다. 이 조항은 구매자 측에 불합리하게 짧은 반품 기간을 부과하고, 판매자 측이 제품 하자를 보완할 기회를 우선 제공받도록 요구하며, 판매자에게 비합리적인 반품을 거부할 권리를 부여함으로써 거래의 균형을 깬다. 또한, 이 조항은 구매자의 정당한 상품 반품 권리를 제한하므로, 이는 소비자의 권리를 보호하는 소비자기본법 제30조 제1항에 위배될 수 있습니다. 이 법은 소비자가 피해를 입었을 때, 그 피해를 적절히 보상받을 수 있는 권리를 보장합니다."""
24년 개정 직매입 표준거래계약서(면세점)-화장품.pdf,13,2,,"[기타 비용의 사전 통지] ② 갑이 제1항의 비용 또는 그 부담 기준을 변경시킬 경우에는 을에게 사전 통지하고 협의하되, 변경된 사항이 을에게 유리하게 작용하도록 논의할 의무는 없다.",0,0.00016874702123459429,1,0.9996311664581299,,,,"이 계약 조항은 독소 조항입니다. 그 이유는 계약 당사자인 '을'에게 불리한 조항 변경에 대한 사전 통지와 협의는 있지만, '갑'이 '을'에게 유리하게 조항을 변경할 의무가 없다는 부분 때문입니다. '을'에게 불리한 변경만 강조되며, '을'의 권리 보호를 위한 조정 의무가 명시되어 있지 않습니다. 이는 계약의 공정성을 해치며, '을'에게 부당한 위험을 부담시킬 수 있습니다. 이는 계약의 균형을 깨뜨리는 불공정한 조항으로 볼 수 있습니다."
24년 개정 직매입 표준거래계약서(면세점)-화장품.pdf,13,3,,"[기타 비용의 사전 통지] ③ ""갑""이 ""을""에게 명시된 조건 없이 제1항의 사전 통지 절차를 생략하거나, 제 2항의 합의 과정을 무시한 채 진행하였을 경우에는, ""갑""은 ""을""에게 부과된 비 용의 150% 초과 금액을 강제로 청구할 권리를 갖게 된다.",1,0.9990900754928589,0,0.0,Article 11,2,,"""대한민국 민법 제103조 제2항에 위반하였습니다. 이 조항에 따르면, '당사자 일방이 다른 일방에 대하여 정당한 사유 없이 과도한 경제적 부담을 지우는 약정은 그 부담이 과도한 부분에 대하여 무효'라고 규정하고 있습니다. 해당 계약 조항에서 '갑'은 사전 통지나 합의 과정을 무시하고 '을'에게 비용의 150% 초과 금액을 강제로 청구할 권리를 주장하고 있습니다. 이는 통상적인 거래 관행에 비추어 보았을 때 '을'에게 과도한 경제적 부담을 지우는 것으로 판단되며, 이는 민법 제103조 제2항에 따라 무효가 될 수 있습니다."""
24년 개정 직매입 표준거래계약서(면세점)-화장품.pdf,26,2,,"[계약의 유효기간 및 갱신] ② 갑 또는 을이 계약기간의 만료일로부터 60일 전까지 서면으로 상대 방에게 계약조건의 변경이나 갱신거절 등 계약의 갱신과 관련한 별도의 의사표 시를 하지 아니하는 경우, 이 계약은 갑의 우선적 요청에 따라 변경된 조건으로 자동 연장되는 것으로 본다.",0,0.00016828649677336216,1,0.9998252987861633,,,,"이 계약 조항은 독소 조항입니다. 이 조항은 계약의 자동 연장을 규정하고 있으나, 이는 갑에게만 유리하게 작성되어 있습니다. 특히, 을이 계약기간의 만료일로부터 60일 전까지 서면으로 계약조건의 변경이나 갱신거절 등 계약의 갱신과 관련한 별도의 의사표시를 하지 아니하는 경우, 계약은 갑의 우선적 요청에 따라 변경된 조건으로 자동 연장되는 것으로 규정하고 있습니다. 이는 을에게 계약을 갱신하거나 변경하는 데 있어서 불리한 조건을 부과하므로 독소 조항입니다. 을이 계약을 갱신하거나 변경할 수 있는 기회를 제공하지 않는다면, 이는 계약의 균형을 해칠 수 있습니다."
24년 개정 직매입 표준거래계약서(면세점)-화장품.pdf,26,6,,"[계약의 유효기간 및 갱신] ⑥ 갑은 제4항에 따른 이의 신청이 있은 날부터 14일 안에 을과 협의를 개시하여야 하며, 을이 정당한 사유 없이 협의를 거부하거나 게을리 할 경우 에 한하여 불리한 조건이 적용될 수 있다.",0,0.00016908202087506652,1,0.9994822144508362,,,,"이 조항은 독소 조항입니다. 이유는, 계약 상대방인 '을'에게 과도한 부담을 주는 조항이기 때문입니다. 특히, '을'이 정당한 사유 없이 협의를 거부하거나 게을리 한 경우 불리한 조건이 적용되는 부분이 문제입니다. 이는 '갑'이 정의하는 '정당한 사유'에 따라 '을'이 불리한 조건을 받을 수 있다는 뜻이므로, 독소 조항으로 판단됩니다. 이러한 조항은 계약의 공정성을 침해하며, '을'의 계약 자유와 권리를 제한하게 됩니다."
